rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/n_updates,train/loss,train/clip_range,train/entropy_loss,resources/cpu_percent,resources/memory_mb
20000.0,9649152,-162.31459632000002,1,12,3878,,,,,,,,,,,,
20000.0,9698304,-162.31459632000002,2,27,3598,8e-05,0.12637770175933838,-0.0005427677187981317,0.0029500325520833335,0.0020779509,10.730436315139135,784,5.595887184143066,0.2,-0.4775860443090399,,
20000.0,9747456,-162.31459632000002,3,44,3336,8e-05,0.11035573482513428,-0.0004710027521165709,0.0017852783203125,0.00083730154,10.084337532520294,788,4.225395202636719,0.2,-0.4809472855801384,48.1,12663.3125
20000.0,9796608,-162.31459632000002,4,62,3123,8e-05,0.02770364284515381,-0.0005311899337054152,0.0032246907552083335,0.002506838,10.608946204185486,792,5.047365188598633,0.2,-0.4627144041781624,,
20000.0,9845760,-162.31459632000002,5,84,2904,8e-05,0.0139235258102417,-0.0004526283106921862,0.001251220703125,0.00076937414,12.553785314162573,796,5.951643466949463,0.2,-0.4702547801037629,0.0,12911.80078125
20000.0,9894912,-162.31459632000002,6,111,2653,8e-05,0.02589017152786255,-0.0004174623463768512,0.0012868245442708333,0.00044053272,16.149983565012615,800,8.187337875366211,0.2,-0.43699183221906424,,
20000.0,9944064,-162.31459632000002,7,139,2459,8e-05,0.0034267306327819824,-0.0013756006580175988,0.031468709309895836,0.0022894018,93.69687981406848,804,16.77850914001465,0.2,-0.4190840966378649,,
20000.0,9993216,-162.31459632000002,8,172,2273,8e-05,0.025384485721588135,-0.0001265545664258146,0.00103759765625,0.0019082376,18.547448615233105,808,9.099337577819824,0.2,-0.41475693446894485,22.4,7407.01171875
20000.0,10042368,-162.31459632000002,9,208,2117,8e-05,0.022952735424041748,-8.11782301752828e-05,0.0013478597005208333,0.0015694319,19.199646870295208,812,8.88571834564209,0.2,-0.4117831888919075,,
20000.0,10091520,-157.32827067,10,242,2029,8e-05,0.007949352264404297,-0.00016786368602576354,0.0009562174479166666,0.001719919,17.830277492602665,816,9.419601440429688,0.2,-0.41015074805667,67.9,7607.4453125
20000.0,10140672,-157.32827067,11,254,2120,8e-05,0.0518985390663147,-0.00022199829497064152,0.0006357828776041666,0.0008010036,14.126029123862585,820,7.287722110748291,0.2,-0.451910886913538,,
20000.0,10189824,-157.32827067,12,271,2170,8e-05,0.08053523302078247,-0.0007181427996935478,0.0025431315104166665,0.0010374783,8.68162502348423,824,4.237480640411377,0.2,-0.5342447447280089,,
20000.0,10238976,-157.32827067,13,289,2209,8e-05,0.024969756603240967,-0.0005902868033444975,0.0027516682942708335,0.001006914,9.190498262643814,828,3.954167366027832,0.2,-0.5245033080379168,18.8,8643.99609375
20000.0,10288128,-157.32827067,14,309,2223,8e-05,0.02478158473968506,-0.0006112874070822727,0.0027516682942708335,0.002513081,8.986995672186216,832,3.6124138832092285,0.2,-0.5331527081628641,,
20000.0,10337280,-157.32827067,15,333,2212,8e-05,0.055938005447387695,-0.0006915004281230116,0.0030619303385416665,0.0006619847,7.8119674772024155,836,3.691112995147705,0.2,-0.5257314325620731,8.9,8514.22265625
20000.0,10386432,-157.32827067,16,362,2166,8e-05,0.08698254823684692,-0.0005791348218432782,0.0018107096354166667,0.00052305736,6.8796800921360655,840,3.4419116973876953,0.2,-0.5232510417699814,,
20000.0,10435584,-157.32827067,17,395,2112,8e-05,-0.010128140449523926,-0.0005283849980817953,0.0026092529296875,0.0039359126,8.310043136278788,844,4.546045780181885,0.2,-0.5078954501077533,,
20000.0,10484736,-157.32827067,18,432,2044,8e-05,0.038755953311920166,-0.00041229452229648206,0.0011189778645833333,0.0010003363,7.327813903490703,848,3.4006240367889404,0.2,-0.5007526250556111,28.6,9042.4140625
20000.0,10533888,-157.32827067,19,474,1967,8e-05,0.02010643482208252,-0.000391376692277845,0.001556396484375,0.003406817,8.532878895600637,852,4.106687545776367,0.2,-0.4954397998129328,,
20000.0,10583040,-136.78583429000003,20,504,1947,8e-05,0.06230837106704712,-0.0002697226724800809,0.0031585693359375,0.0057970076,8.512374738852182,856,4.014575004577637,0.2,-0.49631378675500554,6.2,7867.1484375
20000.0,10632192,-136.78583429000003,21,518,1988,8e-05,0.051039934158325195,-0.00021251953148748726,0.0008799235026041666,0.00022140314,11.480806320905685,860,5.474474906921387,0.2,-0.4571333493416508,,
20000.0,10681344,-136.78583429000003,22,536,2017,8e-05,-0.007841229438781738,-0.0004687087869873115,0.0018157958984375,0.0019878482,161.82919691006342,864,222.8314208984375,0.2,-0.42560484011967975,24.1,8016.5859375
20000.0,10730496,-136.78583429000003,23,555,2035,8e-05,0.03777110576629639,-0.00032683234894648194,0.0014444986979166667,0.00057274074,13.548142671585083,868,6.797880172729492,0.2,-0.42758697643876076,,
20000.0,10779648,-136.78583429000003,24,576,2045,8e-05,0.046280622482299805,-0.00031637674449787784,0.0024261474609375,0.0005293828,13.176745216051737,872,6.418964385986328,0.2,-0.4245715467259288,,
20000.0,10828800,-136.78583429000003,25,600,2044,8e-05,0.03783893585205078,-0.0003519302166144674,0.0022532145182291665,0.00067111425,12.332316706577936,876,5.7994914054870605,0.2,-0.4281533596416314,20.4,9042.19921875
20000.0,10877952,-136.78583429000003,26,627,2037,8e-05,0.026443958282470703,-0.0002539468320416442,0.0022125244140625,0.0003940744,13.126888672510782,880,5.701065540313721,0.2,-0.4119832515716553,,
20000.0,10927104,-136.78583429000003,27,657,2018,8e-05,0.006930887699127197,-0.0003312677933233014,0.0007578531901041666,0.0020694907,13.692264546950659,884,6.207918643951416,0.2,-0.40974122378975153,0.0,8976.87890625
20000.0,10976256,-136.78583429000003,28,691,1990,8e-05,0.012537658214569092,-0.0004477333156197953,0.0024261474609375,0.00051593763,13.106270164251328,888,6.249973297119141,0.2,-0.42784632835537195,,
20000.0,11025408,-136.78583429000003,29,729,1953,8e-05,0.03523820638656616,-0.0006742148252669722,0.0032958984375,0.00082052505,11.255852739016214,892,5.8676676750183105,0.2,-0.42910637240856886,,
20000.0,11074560,-104.90890290000002,30,750,1965,8e-05,0.0001944899559020996,-0.0012765182485357702,0.0055999755859375,0.00039392104,318.0939921538035,896,71.18217468261719,0.2,-0.45902105886489153,0.0,8690.21484375
20000.0,11123712,-104.90890290000002,31,764,1993,8e-05,0.03423041105270386,-0.000589343907146637,0.0033213297526041665,0.002369076,9.883218467235565,900,4.876199722290039,0.2,-0.4686844516545534,,
20000.0,11172864,-104.90890290000002,32,780,2015,8e-05,0.01048290729522705,-0.0005627890132018365,0.0019073486328125,0.0020902455,12.89704637726148,904,6.439085483551025,0.2,-0.4559702317540844,1.8,7710.3984375
20000.0,11222016,-104.90890290000002,33,798,2031,8e-05,0.010165095329284668,-0.00025102240397245623,0.0011088053385416667,0.00048544913,13.211730609337488,908,6.639445781707764,0.2,-0.4502923196802537,,
20000.0,11271168,-104.90890290000002,34,819,2040,8e-05,0.003182053565979004,-0.000283995029652336,0.0009969075520833333,0.0014410336,15.592331975698471,912,8.038034439086914,0.2,-0.44647833953301114,,
20000.0,11320320,-104.90890290000002,35,843,2040,8e-05,0.012347042560577393,-0.00030108209951625514,0.0013224283854166667,0.00083325786,13.829126437505087,916,6.3168792724609375,0.2,-0.4462290719772379,0.0,8073.87890625
20000.0,11369472,-104.90890290000002,36,870,2033,8e-05,0.009527623653411865,-0.00027980474806099664,0.0015970865885416667,0.0002957494,14.829790512720743,920,7.457945346832275,0.2,-0.44947568606585264,,
20000.0,11418624,-104.90890290000002,37,901,2017,8e-05,0.008373677730560303,-0.0002838562662266971,0.0016937255859375,0.00093661685,13.297783493995667,924,6.598226070404053,0.2,-0.44098504167050123,6.2,8226.15234375
20000.0,11467776,-104.90890290000002,38,937,1991,8e-05,0.0030896663665771484,-0.0013379374649957754,0.0033823649088541665,0.00047290264,219.62228133281073,928,21.44464683532715,0.2,-0.45484891595939797,,
20000.0,11516928,-104.90890290000002,39,976,1962,8e-05,0.01398247480392456,-0.0001808793555634717,0.0015360514322916667,0.000581813,14.478456109762192,932,7.79974889755249,0.2,-0.4497746570656697,,
20000.0,11566080,-63.07454864,40,991,1982,8e-05,0.03003513813018799,-0.0008645774578326382,0.0023142496744791665,0.00093928416,14.083568642536799,936,7.019101142883301,0.2,-0.4546055821701884,0.0,9019.58984375
20000.0,11615232,-63.07454864,41,1005,2003,8e-05,0.033389389514923096,-0.000910009017388802,0.003926595052083333,0.0006786127,9.72244002421697,940,5.094254016876221,0.2,-0.4723199928800265,,
20000.0,11664384,-63.07454864,42,1022,2019,8e-05,0.0052378177642822266,-0.0010714560873263206,0.006886800130208333,0.002580925,157.55915546417236,944,5.753488063812256,0.2,-0.4732867858062188,0.0,8929.49609375
20000.0,11713536,-63.07454864,43,1041,2029,8e-05,0.04540818929672241,-0.0006083001014000425,0.0040435791015625,0.00094871636,10.326068937778473,948,5.01964807510376,0.2,-0.47389531414955854,,
20000.0,11762688,-63.07454864,44,1064,2031,8e-05,0.061245620250701904,-0.0005200864446427053,0.00482177734375,0.0009152176,9.288999964793524,952,4.458974838256836,0.2,-0.46564694742361706,2.1,7365.55859375
20000.0,11811840,-63.07454864,45,1092,2024,8e-05,0.014362871646881104,-0.0006215324052997554,0.0036265055338541665,0.0029988727,10.071852947274843,956,4.82762336730957,0.2,-0.46768771794935066,,
20000.0,11860992,-63.07454864,46,1121,2016,8e-05,0.016305744647979736,-0.00034576260077301413,0.0032094319661458335,0.002298451,9.879014323155085,960,4.734481334686279,0.2,-0.4747354267165065,,
20000.0,11910144,-63.07454864,47,1154,2000,8e-05,0.034397125244140625,-0.0004629118908875777,0.0030924479166666665,0.00075168675,12.38851484656334,964,6.438775062561035,0.2,-0.469767816675206,3.6,8495.49609375
20000.0,11959296,-63.07454864,48,1191,1980,8e-05,0.04333674907684326,-0.00040672267035309534,0.0031636555989583335,0.00074448576,13.329645067453384,968,6.364961624145508,0.2,-0.4671396243696411,,
20000.0,12008448,-72.53513717000001,49,1226,1963,8e-05,0.03461569547653198,-0.0004895989089466942,0.0022379557291666665,0.0007899638,14.258838703234991,972,6.593180179595947,0.2,-0.47454992464433116,18.8,8908.81640625
20000.0,12057600,-72.53513717000001,50,1239,1982,8e-05,0.0034078359603881836,-0.0004615123931822988,0.0024159749348958335,0.0005061188,12.385459264119467,976,5.815239429473877,0.2,-0.44580845814198256,,
20000.0,12106752,-72.53513717000001,51,1254,1998,8e-05,0.021341681480407715,-0.00028162693767323316,0.004231770833333333,0.002470573,18.013705909252167,980,8.764325141906738,0.2,-0.3329361795137326,,
20000.0,12155904,-72.53513717000001,52,1271,2009,8e-05,0.015760838985443115,-0.0002871095930458978,0.0015970865885416667,0.0003705099,16.45930528640747,984,8.362068176269531,0.2,-0.333241262473166,9.1,8619.5234375
20000.0,12205056,-72.53513717000001,53,1291,2017,8e-05,0.019360840320587158,-0.0002435185730670734,0.0018513997395833333,0.00033861035,18.8561998407046,988,9.200910568237305,0.2,-0.3350637536495924,,
20000.0,12254208,-72.53513717000001,54,1313,2020,8e-05,0.00228273868560791,-0.00021331589111165764,0.0013427734375,0.000671762,21.176015555858612,992,10.287137985229492,0.2,-0.33766204336037237,5.3,8726.12109375
20000.0,12303360,-72.53513717000001,55,1339,2018,8e-05,0.005465567111968994,-0.0004116630467857855,0.0018361409505208333,0.0004614864,21.451720595359802,996,10.944597244262695,0.2,-0.3381823968763153,,
20000.0,12352512,-72.53513717000001,56,1369,2010,8e-05,0.011505424976348877,-0.00027439911718829535,0.0016937255859375,0.0011133789,20.732952733834583,1000,10.400516510009766,0.2,-0.33760489026705426,,
20000.0,12401664,-72.53513717000001,57,1402,1997,8e-05,0.00024008750915527344,-0.0002711741180974059,0.0030110677083333335,0.00062929885,755.628266731898,1004,693.2252197265625,0.2,-0.3426346971342961,1.8,7339.03515625
20000.0,12450816,-72.53513717000001,58,1443,1975,8e-05,0.1002625823020935,-0.00038594573440301855,0.0025990804036458335,0.0007590223,13.678029497464498,1008,6.101499557495117,0.2,-0.3388118517274658,,
20000.0,12499968,-84.32293899,59,1473,1968,8e-05,0.11014765501022339,-0.00041239035393421847,0.0018310546875,0.0009926269,13.836801538864771,1012,6.630258083343506,0.2,-0.3374660415574908,10.2,8963.07421875
20000.0,12549120,-84.32293899,60,1486,1983,8e-05,0.07480567693710327,-0.0006540228411419472,0.0028432210286458335,0.0021989765,13.606951038042704,1016,6.502685070037842,0.2,-0.3669269752378265,,
20000.0,12598272,-84.32293899,61,1502,1996,8e-05,0.07944977283477783,-0.0004133380680286791,0.00164794921875,0.0009992068,13.798189719518026,1020,6.519459247589111,0.2,-0.41408529318869114,,
20000.0,12647424,-84.32293899,62,1521,2003,8e-05,0.08044731616973877,-0.00045959347577687976,0.0030110677083333335,0.0022205547,13.349628388881683,1024,6.663018703460693,0.2,-0.42307873504857224,0.0,8818.453125
20000.0,12696576,-84.32293899,63,1544,2005,8e-05,0.035331666469573975,-0.0005407340358942747,0.0022735595703125,0.0014242515,14.585116018851599,1028,7.260831356048584,0.2,-0.41300313205768663,,
20000.0,12745728,-84.32293899,64,1568,2005,8e-05,0.05783885717391968,-0.0007599526628231009,0.0029042561848958335,0.00054054946,14.735739082098007,1032,6.775355815887451,0.2,-0.38710099707047146,1.8,9003.06640625
20000.0,12794880,-84.32293899,65,1595,2002,8e-05,0.013314306735992432,-0.0010079059102281462,0.0036468505859375,0.0011827295,157.90461667378744,1036,27.009855270385742,0.2,-0.3788802158087492,,
20000.0,12844032,-84.32293899,66,1627,1993,8e-05,0.011943638324737549,-0.0011993841884153273,0.005605061848958333,0.0040633525,193.90230160951614,1040,44.397945404052734,0.2,-0.3912218225498994,13.8,9034.0546875
20000.0,12893184,-84.32293899,67,1662,1981,8e-05,0.0517963171005249,-0.0005405157959709564,0.0035959879557291665,0.0013211224,9.876328925291697,1044,5.396519184112549,0.2,-0.38723644365866977,,
20000.0,12942336,-84.32293899,68,1704,1960,8e-05,0.06364858150482178,-0.0005371719950441426,0.003941853841145833,0.0011427398,10.245060672362646,1048,4.831408977508545,0.2,-0.4048388988400499,,
20000.0,12991488,-78.66526182999999,69,1729,1961,8e-05,0.05059117078781128,-0.0007378921472991351,0.0066986083984375,0.0010023536,9.822442481915155,1052,4.590472221374512,0.2,-0.4141447078436613,14.3,8510.73046875
20000.0,13040640,-78.66526182999999,70,1744,1972,8e-05,0.007347702980041504,-0.0008077745090607399,0.0037994384765625,0.0005911792,13.32493531703949,1056,6.026599884033203,0.2,-0.4260109585399429,,
20000.0,13089792,-78.66526182999999,71,1761,1980,8e-05,0.030736088752746582,-0.0007790892183644852,0.0033772786458333335,0.0016045412,14.15286535024643,1060,6.651608467102051,0.2,-0.4298768558849891,16.7,9167.49609375
20000.0,13138944,-78.66526182999999,72,1780,1987,8e-05,0.023897767066955566,-0.0006441661510810567,0.002716064453125,0.00057091773,13.881858597199122,1064,7.031977653503418,0.2,-0.43945724082489807,,
20000.0,13188096,-78.66526182999999,73,1802,1990,8e-05,0.041077256202697754,-0.0006910555372693731,0.003946940104166667,0.0009019316,13.097816795110703,1068,6.340976238250732,0.2,-0.4391305688768625,,
20000.0,13237248,-78.66526182999999,74,1827,1990,8e-05,0.037883460521698,-0.0006514932902064174,0.0017547607421875,0.0013796693,11.576746881008148,1072,6.0108160972595215,0.2,-0.4441532048707207,3.6,9221.99609375
20000.0,13286400,-78.66526182999999,75,1854,1988,8e-05,0.038217246532440186,-0.0006803472254735728,0.0025431315104166665,0.0006887671,11.15040890375773,1076,5.148174285888672,0.2,-0.4526642858982086,,
20000.0,13335552,-78.66526182999999,76,1885,1981,8e-05,0.052742958068847656,-0.0005275024316991525,0.0022176106770833335,0.0004808451,10.441655069589615,1080,5.171247959136963,0.2,-0.44993899048616487,0.0,9190.00390625
20000.0,13384704,-78.66526182999999,77,1920,1970,8e-05,0.004965722560882568,-0.0008471173144547114,0.004781087239583333,0.0015115781,166.3598416944345,1084,345.3646545410156,0.2,-0.44362283777445555,,
20000.0,13433856,-78.66526182999999,78,1962,1953,8e-05,0.012354731559753418,-0.00023806581521057524,0.014434814453125,0.0053516454,10.698042333126068,1088,5.403820037841797,0.2,-0.4395045144483447,,
20000.0,13483008,-104.42342232000001,79,1979,1961,8e-05,0.004659056663513184,-0.00010027753160102293,0.0031229654947916665,0.0007417098,67.8240495622158,1092,5.685304164886475,0.2,-0.44329519600917894,8.2,8102.140625
20000.0,13532160,-104.42342232000001,80,1993,1972,8e-05,0.03071141242980957,-0.0006070304868141344,0.0030059814453125,0.0006102075,9.410466780265173,1096,4.370874881744385,0.2,-0.5048994179815054,,
20000.0,13581312,-104.42342232000001,81,2010,1980,8e-05,0.02372652292251587,-0.00048200296199259657,0.0033416748046875,0.0010715857,9.112340405583382,1100,4.683079719543457,0.2,-0.5129631431773305,0.0,8220.45703125
20000.0,13630464,-104.42342232000001,82,2028,1986,8e-05,0.052963316440582275,-0.0006534652626820995,0.0047454833984375,0.0017148353,9.472504178682962,1104,4.794531345367432,0.2,-0.5140457460656762,,
20000.0,13679616,-104.42342232000001,83,2050,1989,8e-05,0.04604297876358032,-0.00045702930219704285,0.0035502115885416665,0.0019434597,9.640579948822657,1108,4.984219074249268,0.2,-0.5084726745262742,,
20000.0,13728768,-104.42342232000001,84,2076,1988,8e-05,0.028599679470062256,-0.0005452839516995785,0.0019022623697916667,0.00091188407,9.525635947783789,1112,4.7640485763549805,0.2,-0.5084350258111954,6.2,8577.08203125
